product_name,product_description,product_domain
Mojro Technologies,Mojro envisions to be the world's largest technology-enabled logistics platform.,Logistics
Mojro Technologies,Mojro envisions to be the world's largest technology-enabled logistics platform.,Supply Chain Management
Elemential,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Blockchain
Elemential,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Developer Tools
Elemential,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Enterprise Software
Loadshare,LoadShare is India’s fastest growing logistics company,Industrial Automation
Loadshare,LoadShare is India’s fastest growing logistics company,Logistics
Loadshare,LoadShare is India’s fastest growing logistics company,Supply Chain Management
Yumlane,Food startup Yumlane operated by QwikPik Technology,Food and Beverage
Yumlane,Food startup Yumlane operated by QwikPik Technology,Food Delivery
Yumlane,Food startup Yumlane operated by QwikPik Technology,Snack Food
Kriger Campus,A Education Start Up.,Education
Pipa+Bella,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,E-Commerce
Pipa+Bella,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,Fashion
Pipa+Bella,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,Jewelry
Pipa+Bella,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,Retail
Kaleidofin,A fintech platform.,Financial Services
Chakr Innovation,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,Renewable Energy
IndigoLearn,India's the premier education destination catering to the needs of aspiring students of the CA community.,E-Learning
IndigoLearn,India's the premier education destination catering to the needs of aspiring students of the CA community.,Education
UClean,UClean is a tech enabled laundry service provider.,Clean Energy
UClean,UClean is a tech enabled laundry service provider.,CleanTech
UClean,UClean is a tech enabled laundry service provider.,Laundry and Dry-cleaning
Coutloot,The Fashion Re-commerce platform.,E-Commerce
Coutloot,The Fashion Re-commerce platform.,Fashion
Coutloot,The Fashion Re-commerce platform.,Mobile
Letstrack,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",Apps
Letstrack,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",Messaging
Letstrack,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",Navigation
Letstrack,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",Public Safety
Pooltoo,Pooltoo offers a premium ride sharing platform.,Transportation
Finzy,finzy is the premier peer to peer lending solution in India.,Financial Services
Finzy,finzy is the premier peer to peer lending solution in India.,Lending
Fitternity,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,Fitness
Fitternity,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,Health Care
Fitternity,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,Wellness
Keito,Building an Intelligent Digital Assistant.,Artificial Intelligence
Keito,Building an Intelligent Digital Assistant.,Machine Learning
Keito,Building an Intelligent Digital Assistant.,SaaS
Keito,Building an Intelligent Digital Assistant.,Virtual Assistant
Tolet for Students,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",Hospitality
Chai Kings,Chai Kings is a tea retail chain,Food and Beverage
Chai Kings,Chai Kings is a tea retail chain,Tea
Dainik Jagran,Dainik Jagran is a media and communications group.,Media and Entertainment
Dainik Jagran,Dainik Jagran is a media and communications group.,News
Dainik Jagran,Dainik Jagran is a media and communications group.,Outdoors
Playtoome,Playtoome is a live entertainment destination,Broadcasting
Playtoome,Playtoome is a live entertainment destination,Media and Entertainment
Playtoome,Playtoome is a live entertainment destination,Music
Playtoome,Playtoome is a live entertainment destination,Music Streaming
Playtoome,Playtoome is a live entertainment destination,Video
Playtoome,Playtoome is a live entertainment destination,Video Streaming
ONGO Framework,ONGO Framework is a B2B IT and digital solution provider.,B2B
ONGO Framework,ONGO Framework is a B2B IT and digital solution provider.,Information Services
ONGO Framework,ONGO Framework is a B2B IT and digital solution provider.,Information Technology
Notesgen,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,EdTech
Notesgen,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Education
Notesgen,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Enterprise Software
Notesgen,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Peer to Peer
Arogya MedTech,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,Health Care
Arogya MedTech,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,Medical
Propshop24,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",E-Commerce
myUpchar,To bring health issues to people in their language.,Health Care
myUpchar,To bring health issues to people in their language.,Hospital
myUpchar,To bring health issues to people in their language.,Wellness
MissMalini Entertainment,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",—
Rooter,Rooter is a mobile-based platform,Sports
ZestMoney,Zest is India's first completely automated consumer digital lending platform.,Big Data
ZestMoney,Zest is India's first completely automated consumer digital lending platform.,Consumer Lending
ZestMoney,Zest is India's first completely automated consumer digital lending platform.,FinTech
alphaics Corporation,Advancing AI compute,Cloud Computing
alphaics Corporation,Advancing AI compute,Computer
alphaics Corporation,Advancing AI compute,Semiconductor
MyDentistChoice,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Health Care
MyDentistChoice,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Medical
MyDentistChoice,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Pharmaceutical
Sattviko,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Food Processing
Sattviko,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Retail
Sensibull,Investment Management Platform,Trading Platform
Bombay Shaving Company,Bombay Shaving Company is a Men's grooming startup,Consumer Goods
Bombay Shaving Company,Bombay Shaving Company is a Men's grooming startup,Lifestyle
Bombay Shaving Company,Bombay Shaving Company is a Men's grooming startup,Men's
MedCords,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Wellness
University Living,University Living is an online global student housing marketplace.,Education
&ME,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Food and Beverage
&ME,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Food Processing
&ME,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Nutrition
Enakshi,Enakshi is an online apparel brand for women.,Fashion
Ultraviolette Automotive,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Automotive
Ultraviolette Automotive,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Electric Vehicle
Ultraviolette Automotive,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Energy Storage
Inthree Access,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,Consulting
Inthree Access,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,Retail
Inthree Access,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,Social
BUGWORKS Research India,BUGWORKS is a drug discovery company.,Biotechnology
BUGWORKS Research India,BUGWORKS is a drug discovery company.,Life Science
BUGWORKS Research India,BUGWORKS is a drug discovery company.,Pharmaceutical
BUGWORKS Research India,BUGWORKS is a drug discovery company.,Product Research
Guardian.in,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Health Care
PrestLoans,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",Credit
PrestLoans,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",Financial Services
PrestLoans,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",FinTech
PrestLoans,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",Personal Finance
Wimoxez,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",Internet
India Accelerator,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Communities
India Accelerator,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Coworking
India Accelerator,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Incubators
HappyEMI,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Consumer
HappyEMI,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Financial Services
HappyEMI,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,FinTech
Wishup,Premium Personal Assistance service,Consumer Applications
Wishup,Premium Personal Assistance service,Information Services
Wishup,Premium Personal Assistance service,Location Based Services
Wishup,Premium Personal Assistance service,Virtual Assistant
Hansel.io,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Mobile
Hansel.io,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Mobile Apps
Hansel.io,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Personalization
Hansel.io,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Test and Measurement
Hansel.io,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Web Apps
Propelld,Propelld is a student education financing platform.,Education
Propelld,Propelld is a student education financing platform.,Financial Services
Propelld,Propelld is a student education financing platform.,FinTech
PivotRoots,Digital Marketing powered by Data & Technology; fueled by Design thinking,Advertising
PivotRoots,Digital Marketing powered by Data & Technology; fueled by Design thinking,Consulting
PivotRoots,Digital Marketing powered by Data & Technology; fueled by Design thinking,Digital Marketing
ZiffyHomes,ZiffyHomes is a technology driven marketplace to find out home on rent.,Marketplace
ZiffyHomes,ZiffyHomes is a technology driven marketplace to find out home on rent.,Real Estate
ZiffyHomes,ZiffyHomes is a technology driven marketplace to find out home on rent.,Rental Property
Carmesi,Carmesi is a brand of high-end menstrual-hygiene products in India.,Health Care
OckyPocky,OckyPocky is a interactive and personalised language learning app for preschool kids.,E-Learning
OckyPocky,OckyPocky is a interactive and personalised language learning app for preschool kids.,Internet
OckyPocky,OckyPocky is a interactive and personalised language learning app for preschool kids.,Video Games
Racetrack,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Artificial Intelligence
Racetrack,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Cloud Computing
Racetrack,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Video
WHR,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Health Care
WHR,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Information Technology
Asteria Aerospace,Asteria Aerospace is a robotics and artificial intelligence company.,Aerospace
FabAlley,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",E-Commerce
FabAlley,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Fashion
FabAlley,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Lifestyle
Tranzmeo,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Artificial Intelligence
Tranzmeo,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Business Intelligence
Tranzmeo,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Industrial Automation
Tranzmeo,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Machine Learning
SBI Life,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Insurance
Studds Accessories,Studds Accessories is a scooter accessories service provider in India,E-Commerce
Design Cafe,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Home Decor
Design Cafe,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Home Improvement
Design Cafe,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Home Renovation
Design Cafe,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Home Services
Design Cafe,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Interior Design
Design Cafe,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Smart Home
NoPaperForms Solutions Pvt. Ltd.,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",EdTech
NoPaperForms Solutions Pvt. Ltd.,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Education
NoPaperForms Solutions Pvt. Ltd.,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Information Services
NoPaperForms Solutions Pvt. Ltd.,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",SaaS
Rays Power Infra,Rays Power Infra is a leading integrated Solar Power Company.,Energy
Rays Power Infra,Rays Power Infra is a leading integrated Solar Power Company.,Solar
AuthMetrik,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",B2B
AuthMetrik,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Biometrics
AuthMetrik,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Cyber Security
AuthMetrik,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Fraud Detection
AuthMetrik,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",SaaS
AuthMetrik,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Security
Khidki,Vernacular Social Network Focused on Town Level Content and Interactions,Artificial Intelligence
Khidki,Vernacular Social Network Focused on Town Level Content and Interactions,Social
LetsTransport,Lets transport is a logistics solution provider.,Logistics
LetsTransport,Lets transport is a logistics solution provider.,Transportation
LetsTransport,Lets transport is a logistics solution provider.,Travel
Next Digital Solutions,Next Digital Solutions is website design & Digital Marketing development company.,Digital Marketing
Next Digital Solutions,Next Digital Solutions is website design & Digital Marketing development company.,SEM
Next Digital Solutions,Next Digital Solutions is website design & Digital Marketing development company.,SEO
Next Digital Solutions,Next Digital Solutions is website design & Digital Marketing development company.,Web Development
Portea Medical,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Health Care
Portea Medical,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Hospital
Portea Medical,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Medical
Aavas Financiers,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Finance
Aavas Financiers,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Financial Services
Swiggy,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Food Delivery
Swiggy,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Food Processing
Swiggy,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Internet
Milkbasket,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",E-Commerce
Milkbasket,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Food and Beverage
Milkbasket,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Internet
Nutrisattva (Proliva),Nutrisattva is a protein innovation compan,Fitness
Nutrisattva (Proliva),Nutrisattva is a protein innovation compan,Food and Beverage
Nutrisattva (Proliva),Nutrisattva is a protein innovation compan,Health Care
Nutrisattva (Proliva),Nutrisattva is a protein innovation compan,Nutrition
Toppr,Toppr.com is an online preparation platform for entrance exams in India.,EdTech
Toppr,Toppr.com is an online preparation platform for entrance exams in India.,Education
Toppr,Toppr.com is an online preparation platform for entrance exams in India.,Knowledge Management
Jagaran Microfin,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,—
Vivriti Capital,Vivriti Capital is an online platform for institutional debt in India.,Financial Services
Be U Salons,Be U is India's first subscription based Salon Chain.,Apps
Be U Salons,Be U is India's first subscription based Salon Chain.,Beauty
Be U Salons,Be U is India's first subscription based Salon Chain.,Consumer
Be U Salons,Be U is India's first subscription based Salon Chain.,Retail
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Creative Agency
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Crowdfunding
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",EdTech
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Health Care
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Internet
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Medical
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Non Profit
Impact Guru,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Personal Health
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Consumer Lending
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Financial Services
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,FinTech
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Insurance
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Lending
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Mobile Payments
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Payments
MobiKwik,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Wealth Management
Stones2Milestones,Stones2milestones is a Gurgaon Based Learning Company.,E-Learning
Stones2Milestones,Stones2milestones is a Gurgaon Based Learning Company.,Education
Stones2Milestones,Stones2milestones is a Gurgaon Based Learning Company.,Higher Education
Generico,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Health Care
Generico,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Medical
Generico,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Pharmaceutical
Adiuvo Diagnostics,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Health Diagnostics
DataTrained,"DataTrained is a educational platform, which operates an ed-tech startup on data science",EdTech
DataTrained,"DataTrained is a educational platform, which operates an ed-tech startup on data science",Education
OneAssist,OneAssist is a protection & assistance services platform.,Financial Services
OneAssist,OneAssist is a protection & assistance services platform.,SaaS
OneAssist,OneAssist is a protection & assistance services platform.,Security
Satin Creditcare Network Limited (SCNL),Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Banking
Satin Creditcare Network Limited (SCNL),Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Finance
Satin Creditcare Network Limited (SCNL),Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Financial Services
Satin Creditcare Network Limited (SCNL),Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Non Profit
APAC Financial Services,APAC Financial Services is a financial services platform.,Finance
APAC Financial Services,APAC Financial Services is a financial services platform.,Financial Services
Moglix,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",B2B
Moglix,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",E-Commerce
Moglix,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Mobile
SEDEMAC Mechatronics,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Automotive
SEDEMAC Mechatronics,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Electric Vehicle
SEDEMAC Mechatronics,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Renewable Energy
MadGuy Labs,MadGuy Labs is a Online Test-prep Platform.,E-Learning
